ResponseId,StartDate,EndDate,Progress,Durationinseconds,Finished,Captcha,SharingType,SocialMedia,nicks,headlineA1,headlineS1,headlineC1,t_PageSubmit1,headlineA2,headlineS2,headlineC2,t_PageSubmit2,headlineA3,headlineS3,headlineC3,t_PageSubmit3,headlineA4,headlineS4,headlineC4,t_PageSubmit4,headlineA5,headlineS5,headlineC5,t_PageSubmit5,headlineA6,headlineS6,headlineC6,t_PageSubmit6,headlineA7,headlineS7,headlineC7,t_PageSubmit7,headlineA8,headlineS8,headlineC8,t_PageSubmit8,headlineA9,headlineS9,headlineC9,t_PageSubmit9,headlineA10,headlineS10,headlineC10,t_PageSubmit10,headlineA11,headlineS11,headlineC11,t_PageSubmit11,headlineA12,headlineS12,headlineC12,t_PageSubmit12,headlineA13,headlineS13,headlineC13,t_PageSubmit13,headlineA14,headlineS14,headlineC14,t_PageSubmit14,headlineA15,headlineS15,headlineC15,t_PageSubmit15,headlineA16,headlineS16,headlineC16,t_PageSubmit16,headlineA17,headlineS17,headlineC17,t_PageSubmit17,headlineA18,headlineS18,headlineC18,t_PageSubmit18,headlineA19,headlineS19,headlineC19,t_PageSubmit19,headlineA20,headlineS20,headlineC20,t_PageSubmit20,headlineA21,headlineS21,headlineC21,t_PageSubmit21,headlineA22,headlineS22,headlineC22,t_PageSubmit22,headlineA23,headlineS23,headlineC23,t_PageSubmit23,headlineA24,headlineS24,headlineC24,t_PageSubmit24,headlineA25,headlineS25,headlineC25,t_PageSubmit25,headlineA26,headlineS26,headlineC26,t_PageSubmit26,headlineA27,headlineS27,headlineC27,t_PageSubmit27,headlineA28,headlineS28,headlineC28,t_PageSubmit28,headlineA29,headlineS29,headlineC29,t_PageSubmit29,headlineA30,headlineS30,headlineC30,t_PageSubmit30,headlineA31,headlineS31,headlineC31,t_PageSubmit31,headlineA32,headlineS32,headlineC32,t_PageSubmit32,headlineA33,headlineS33,headlineC33,t_PageSubmit33,headlineA34,headlineS34,headlineC34,t_PageSubmit34,headlineA35,headlineS35,headlineC35,t_PageSubmit35,headlineA36,headlineS36,headlineC36,t_PageSubmit36,headlineA37,headlineS37,headlineC37,t_PageSubmit37,headlineA38,headlineS38,headlineC38,t_PageSubmit38,headlineA39,headlineS39,headlineC39,t_PageSubmit39,headlineA40,headlineS40,headlineC40,t_PageSubmit40,domains,screener_2,Party,DemRep_C,Social_Conserv,Economic_Conserv,ap_1,ap_2,screener_3,CRT_1,tCRT_PageSubmit_1,CRT_2,tCRT_PageSubmit_2,CRT_3,tCRT_PageSubmit_3,Age,Gender,Education,Income,Ethnicity,god,trust,risk,Random,Google,Lucid_age,Lucid_gender,Lucid_hhi,Lucid_ethnicity,Lucid_hispanic,Lucid_education,Lucid_political_party,Lucid_region,seq,us
"R_30dWkG0bITHcowm","2022-03-16 19:01:41","2022-03-16 19:02:36",100,55,1,"15","1","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,62,1,26,1,1,9,3,4,1,
"R_sYENAMk90KA70Yx","2022-03-16 19:14:26","2022-03-16 19:14:56",100,30,1,"15","4","1,3,4,8",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,45,2,4,1,1,3,3,3,1,
"R_7QJIdgeiHKi47dL","2022-03-16 19:15:57","2022-03-16 19:16:18",100,21,1,"15","2,4","1,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,49,1,21,2,1,9,1,3,1,
"R_ZvOGgqM3vsFr9Zf","2022-03-16 19:15:38","2022-03-16 19:16:54",100,76,1,"15","6","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,72,2,3,1,1,4,3,4,1,
"R_2f6BRqqNtlck4pz","2022-03-16 19:16:34","2022-03-16 19:17:27",100,52,1,"15","1","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,28,1,,9,1,,,4,1,
"R_1H7Be8J5Y58UCQ4","2022-03-16 19:17:25","2022-03-16 19:18:15",100,50,1,"15","3,5","1,3",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,39,2,15,1,1,7,,2,1,
"R_8kwRdr1xPjmfMg9","2022-03-16 19:18:18","2022-03-16 19:18:30",100,11,1,"1 5","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,58,2,8,2,1,7,4,3,1,
"R_3FKa2fnzAakkBdW","2022-03-16 19:18:34","2022-03-16 19:18:51",100,16,1,"15","2","8",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,30,1,,2,1,,,3,1,
"R_3KqEw9KDY13VYve","2022-03-16 19:18:28","2022-03-16 19:19:07",100,39,1,"15","5","1,2,3,4,5,8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,35,1,3,10,14,6,1,1,1,
"R_1Lu7q8aFCFdOgTh","2022-03-16 19:18:33","2022-03-16 19:19:17",100,43,1,"15","6","1,3,4,5,8",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,20,2,,2,1,,,2,1,
"R_2ZZEMjQ9kYn7Y4U","2022-03-16 19:19:30","2022-03-16 19:20:33",100,62,1,"15","2,4","1,4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,67,2,,1,1,,,2,1,
"R_pGn3dtghqiWf4TD","2022-03-16 19:20:00","2022-03-16 19:20:44",100,43,1,"15","6","7",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,44,2,-3105,2,1,4,1,3,1,
"R_UFSUc7s4Z1jhgid","2022-03-16 19:15:22","2022-03-16 19:20:47",100,325,1,"15","4,5","1",5,2,1,1,4.837,1,1,1,7.855,,,,,,,,,6,6,6,12.025,1,1,1,3.817,2,1,1,4.082,,,,,1,1,5,22.879,1,1,1,4.559,1,1,1,4.012,,,,,,,,,,,,,2,1,1,4.862,,,,,,,,,,,,,,,,,5,5,5,18.378,1,1,2,4.315,,,,,,,,,,,,,1,1,1,4.766,1,1,1,8.779,1,1,2,4.4,,,,,,,,,2,1,1,4.18,,,,,2,1,1,4.84,1,1,1,6.072,,,,,,,,,1,1,1,3.956,1,1,1,3.117,2,1,1,5.501,,,,,,,,,"4,8","3,5",2,4,3,2,72,37,"2",8,8.892,50,26.375,20,13.225,47,2,6,1,"1",8,7,10,2,2,47,1,1,1,1,6,1,1,1,
"R_3jUHSX8Zpez0GHm","2022-03-16 19:20:21","2022-03-16 19:21:11",100,49,1,"15","4","1",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,75,2,4,1,1,4,2,3,1,
"R_1NyPzFDA9Dh801s","2022-03-16 19:15:22","2022-03-16 19:21:42",100,379,1,"15","5","1,3,8",5,4,6,7,11.247,5,4,5,8.575,,,,,1,2,1,14.099,4,4,6,5.526,,,,,4,6,4,9.457,3,6,3,7.701,2,6,5,6.654,,,,,,,,,,,,,,,,,,,,,3,5,6,6.922,4,7,5,4.653,2,7,5,17.125,,,,,,,,,,,,,5,4,5,4.792,,,,,,,,,,,,,3,5,5,4.373,5,7,5,9.687,5,7,5,5.24,,,,,,,,,6,3,7,5.32,,,,,3,6,4,5.351,2,6,6,8.871,,,,,,,,,2,5,4,8.951,4,5,3,14.148,4,5,7,6.979,,,,,,,,,"3,5,6,7,14,15,22,24,25,26,30,31,33,35,46,47,51,54,59","3,5",1,2,2,2,75,66,"4,5",8,61.791,5,9.954,10,22.72,24,2,7,7,"2",6,7,8,2,2,23,1,19,2,9,,,3,1,
"R_1qW1Rrx7iAfUNlN","2022-03-16 19:14:52","2022-03-16 19:22:06",100,433,1,"15","2","1,2,4,8",5,,,,,,,,,4,4,4,7.137,3,4,5,3.888,,,,,,,,,,,,,3,4,4,5.839,4,4,4,3.621,,,,,,,,,4,5,4,11.614,3,3,4,4.446,,,,,,,,,3,4,4,3.196,1,1,1,4.789,1,1,1,5.424,3,5,4,4.318,,,,,,,,,3,4,4,23.035,,,,,,,,,1,1,1,20.384,4,4,4,4.009,4,1,2,15.823,4,4,4,6.003,3,4,4,5.072,,,,,4,3,4,3.967,,,,,,,,,3,4,4,4.051,,,,,,,,,1,1,1,13.972,,,,,3,4,3,4.196,,,,,"1,2,42","6",2,4,3,2,74,76,"3",8,19.919,50,13.317,20,29.766,,1,2,11,"1",3,5,7,2,2,44,1,21,1,1,4,2,1,1,
"R_262Wmat9qFg221x","2022-03-16 19:15:00","2022-03-16 19:22:09",100,428,1,"15","1,2,3,4","1,6",5,,,,,,,,,1,1,1,8.685,1,1,1,5.462,1,1,1,4.924,1,1,1,9.744,1,1,1,9.201,,,,,,,,,1,1,1,5.163,,,,,1,1,1,5.038,,,,,1,1,1,8.917,,,,,1,7,7,8.551,,,,,,,,,7,7,7,6.333,,,,,6,5,7,10.479,,,,,1,1,1,12.569,6,3,7,11.16,,,,,,,,,,,,,,,,,,,,,1,1,1,5.475,,,,,3,2,5,13.169,7,6,7,8.529,7,7,7,6.658,7,6,7,6.702,,,,,,,,,7,5,7,6.867,,,,,7,7,7,4.935,"1,2,3,5,6,7,8,9,10,12,14,15,17,19,25","3,5",1,1,1,1,0,100,"4,5",8,7.376,50,12.371,39,20.142,35,2,5,3,"1",1,6,5,2,2,35,2,6,1,1,8,,2,1,
"R_2atVgPIQqdiZQyr","2022-03-16 19:22:01","2022-03-16 19:22:16",100,15,1,"15","3","4",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,37,2,11,16,15,7,1,1,1,
"R_1j6pNgPWjZoZsQk","2022-03-16 19:17:57","2022-03-16 19:22:20",100,262,1,"15","2,3","1,2,4",5,1,1,1,6.657,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5.774,,,,,,,,,2,2,2,4.191,1,1,1,5.045,1,1,1,6.885,1,1,1,8.054,,,,,1,1,1,5.721,1,1,1,6.538,1,1,1,5.289,1,1,1,4.687,,,,,,,,,1,1,1,6.416,1,1,1,8.756,,,,,,,,,4,4,4,6.625,4,4,4,5.979,,,,,,,,,,,,,,,,,,,,,2,2,2,6.047,,,,,5,5,5,7.187,1,1,1,4.822,1,1,1,9.758,4,4,4,6.776,,,,,4,4,4,23.38,"18","3,5",1,2,3,3,73,72,"4,5",8,5.906,50,9.554,20,14.226,29,1,5,1,"1",8,7,11,2,2,29,1,1,1,1,8,1,1,1,
"R_1exDQADA9gXBRB8","2022-03-16 19:21:25","2022-03-16 19:22:28",100,63,1,"15","3,5","1",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,78,2,,1,1,,,1,1,
"R_8Ju1lRL20zUwvfP","2022-03-16 19:22:25","2022-03-16 19:22:43",100,18,1,"15","3","1,2,3,4,5,8",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,19,2,4,2,1,4,,3,1,
"R_2qEOcwIW3SNlEIZ","2022-03-16 19:21:53","2022-03-16 19:22:47",100,53,1,"15","2","1",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,48,2,1,2,14,5,4,2,1,
"R_2wdm5mQQXwSRX9p","2022-03-16 19:17:03","2022-03-16 19:23:00",100,357,1,"15","2,3,5","1,3,4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,29,2,,1,1,,,3,1,
"R_2rI8Djf1IRDojGD","2022-03-16 19:17:00","2022-03-16 19:23:23",100,383,1,"15","1,3","4,6",5,1,2,2,10.901,1,1,1,7.39,,,,,1,1,1,5.163,,,,,,,,,1,1,2,5.599,3,1,3,7.764,1,1,1,5.531,,,,,4,1,3,13.511,,,,,,,,,1,1,2,14.346,2,1,1,10.268,1,1,2,7.206,,,,,,,,,,,,,,,,,,,,,2,1,2,9.897,2,1,1,8.323,5,2,2,12.976,,,,,7,3,3,7.651,,,,,,,,,,,,,2,1,1,9.292,5,1,5,9.406,4,1,1,10.535,5,1,4,9.987,,,,,,,,,,,,,5,1,3,7.851,6,2,3,9.914,,,,,,,,,"3,5,7,9","3,5",4,1,1,1,0,50,"4,5",8,6.648,10,21.44,20,16.119,19,5,2,12,"1,4",2,5,6,2,2,19,2,27,15,1,4,4,4,1,
"R_3I5CgcgL8WlwjBY","2022-03-16 19:16:31","2022-03-16 19:24:36",100,484,1,"15","4","4,8",5,,,,,,,,,2,1,1,12.642,,,,,1,5,1,10.04,1,1,1,10.648,1,1,1,9.365,5,1,5,39.261,,,,,,,,,,,,,1,1,1,10.649,,,,,,,,,4,1,4,13.36,1,7,1,9.958,,,,,4,1,1,28.087,,,,,4,1,5,12.632,6,1,1,9.654,,,,,,,,,,,,,6,1,6,13.569,,,,,,,,,4,2,5,14.102,,,,,,,,,,,,,5,2,5,11.726,5,1,4,11.543,4,5,6,16.692,6,1,1,10.143,2,1,1,24.747,,,,,,,,,5,1,1,10.916,5,1,3,10.198,"3,7,9","3",3,3,3,3,13,61,"4",8,18.52,50,11.154,20,14.174,37,2,6,12,"1,3",5,4,5,2,2,37,2,23,15,1,10,,4,1,
"R_2AGqwIJ2oz8ANyC","2022-03-16 19:16:09","2022-03-16 19:24:43",100,513,1,"15","6","4",5,3,3,3,12.063,3,3,3,7.276,5,5,5,5.006,,,,,,,,,1,1,1,9.064,,,,,3,3,3,11.324,,,,,2,2,2,7.987,,,,,,,,,3,3,3,6.212,3,3,3,5.071,5,5,5,8.847,,,,,,,,,2,2,2,6.869,,,,,,,,,,,,,,,,,,,,,2,2,2,12.475,,,,,,,,,3,3,3,7.077,2,2,2,8.846,4,4,4,4.924,,,,,4,4,4,9.644,,,,,,,,,5,5,5,13.837,5,5,5,9.87,1,1,1,16.709,,,,,,,,,2,2,2,11.316,4,4,4,9.652,"3","5",3,3,3,3,51,51,"3",4,35.4,50,28.766,20,22.067,31,2,7,12,"6",2,4,6,2,2,31,2,,1,1,,4,4,1,
"R_VIT0g9f9njr5gZ3","2022-03-16 19:16:48","2022-03-16 19:25:09",100,500,1,"15","1,2,4,5","4,5",5,1,1,1,7.314,1,1,1,7.938,,,,,1,1,1,7.07,,,,,,,,,,,,,,,,,1,1,1,7.556,1,1,1,13.441,5,4,2,9.958,,,,,1,1,1,6.494,1,1,1,7.395,,,,,,,,,1,1,1,8.668,,,,,1,1,1,6.906,,,,,,,,,1,1,1,7.883,2,1,1,26.541,2,3,2,13.928,,,,,5,4,4,10.895,5,5,2,8.284,,,,,5,5,2,25.965,4,4,2,8.361,4,4,2,8.496,,,,,,,,,,,,,,,,,,,,,6,1,4,17.648,4,4,2,7.606,,,,,,,,,"7,12,15","5",3,3,2,3,37,63,"3",8,7.754,50,32.994,20,24.447,45,1,4,10,"1",2,5,7,2,2,45,1,27,1,1,6,,4,1,
"R_1cUp127wY1rFOrW","2022-03-16 19:15:56","2022-03-16 19:25:21",100,564,1,"15","6","4",5,,,,,,,,,,,,,4,4,4,11.785,4,4,4,19.116,,,,,4,4,4,18.75,,,,,4,4,4,6.302,,,,,4,4,4,9.863,4,4,4,18.06,,,,,,,,,,,,,4,4,4,9.36,4,4,4,7.386,,,,,4,4,4,15.437,4,4,4,10.271,4,4,4,14.363,4,4,4,8.335,4,4,4,10.446,,,,,4,4,4,23.467,4,4,4,8.797,,,,,,,,,,,,,4,4,4,7.303,,,,,4,4,4,7.363,4,4,4,7.005,,,,,,,,,,,,,4,4,4,6.477,4,4,4,20.128,,,,,,,,,"1","2",1,3,2,2,52,52,"1",8,21.218,50,16.845,20,26.009,55,7,2,1,"2",5,4,1,2,2,52,2,27,2,1,8,4,3,1,
"R_9SRktooZjMjgBZD","2022-03-16 19:17:23","2022-03-16 19:25:28",100,484,1,"15","4","1,3,4",5,,,,,4,4,4,11.363,,,,,4,4,4,3.553,6,4,4,13.545,4,4,4,6.378,,,,,,,,,,,,,4,4,4,8.989,,,,,4,4,4,7.2,,,,,4,4,4,6.386,,,,,,,,,4,4,4,12.786,4,4,4,8.515,4,4,4,7.983,,,,,5,4,4,9.484,,,,,,,,,,,,,7,4,4,30.778,,,,,4,4,4,5.848,6,4,4,8.745,,,,,,,,,,,,,6,4,4,8.67,,,,,4,4,4,8.334,6,4,4,8.564,4,4,4,10.47,4,4,4,8.377,4,4,4,4.323,,,,,,,,,"6","3,5",2,5,3,3,80,20,"4,5",8,12.119,50,15.536,20,16.964,34,2,3,3,"1",5,5,8,2,2,34,2,6,1,1,6,,3,1,
"R_2CwCdBruJmWegjV","2022-03-16 19:14:49","2022-03-16 19:25:42",100,652,1,"15","6","1,3,4",5,1,1,1,19.826,1,1,1,8.131,,,,,,,,,,,,,,,,,,,,,1,1,1,12.59,,,,,,,,,5,1,1,9.101,,,,,4,1,1,12.301,2,1,2,26.166,5,1,2,12.57,,,,,1,1,1,16.853,6,1,6,13.96,,,,,1,1,6,14.739,,,,,4,1,5,9.968,3,1,1,13.089,2,1,3,11.299,,,,,,,,,,,,,6,1,5,12.064,7,1,1,22.028,,,,,7,1,2,113.934,,,,,,,,,,,,,7,1,5,20.126,4,1,1,16.353,,,,,,,,,7,1,3,13.13,7,1,4,9.771,"2,3,4,8","3,5",1,3,2,2,19,70,"4,5",8,9.684,10,20.65,1,11.453,27,2,6,5,"1",8,5,3,2,2,26,1,10,2,1,10,2,3,1,
"R_yIQf4tYX1HN2Whb","2022-03-16 19:15:41","2022-03-16 19:25:53",100,611,1,"15","1,2,3,4,5","1,4",5,1,1,1,14.718,1,1,1,10.192,1,1,1,19.449,,,,,,,,,5,5,5,14.144,,,,,5,1,6,21.235,,,,,7,7,7,13.161,,,,,,,,,1,1,1,10.838,7,7,7,20.221,7,7,7,13.627,,,,,,,,,1,1,1,16.259,,,,,,,,,,,,,,,,,,,,,7,7,7,15.707,,,,,,,,,7,7,7,13.717,7,7,7,10.086,7,7,7,10.267,,,,,7,7,7,11.271,,,,,,,,,1,1,1,12.015,1,1,1,15.034,7,7,7,11.367,,,,,,,,,7,7,7,11.872,5,1,1,34.243,"4,33,60","3,5",2,6,5,5,77,56,"4,5",8,13.012,50,10.096,20,19.202,68,2,6,9,"1",8,3,7,2,2,68,2,17,1,1,10,2,3,1,
"R_1jSLPXYnuLFjDPo","2022-03-16 19:18:06","2022-03-16 19:26:09",100,483,1,"15","3","1,2,3,4,8",5,,,,,4,1,1,4.544,4,1,1,5.579,4,1,1,5.56,4,1,1,5.701,4,1,1,4.171,4,1,1,4.904,,,,,4,1,1,8.9,4,1,1,5.523,,,,,,,,,,,,,,,,,4,1,1,4.559,,,,,,,,,,,,,,,,,4,1,1,6.366,5,1,1,13.501,,,,,,,,,4,1,1,5.032,4,1,1,4.495,,,,,,,,,4,1,1,6.082,5,1,1,27.264,4,1,1,7.081,4,4,4,4.547,5,1,1,6.208,,,,,4,1,1,7.345,,,,,,,,,,,,,,,,,5,1,1,5.44,,,,,"4","3,5",3,2,3,3,35,50,"4,5",8,31.296,50,18.701,20,42.357,21,2,2,1,"1",7,4,6,2,2,20,2,5,1,2,4,4,3,1,
"R_2XbL5CRa7il1KNQ","2022-03-16 19:15:31","2022-03-16 19:26:21",100,650,1,"15","","1",5,,,,,,,,,1,4,4,18.159,2,2,3,9.369,,,,,1,4,4,19.68,1,1,1,9.827,,,,,,,,,3,3,5,11.155,4,3,6,28.406,1,1,4,15.992,4,3,3,14.234,,,,,,,,,,,,,,,,,,,,,3,3,6,22.71,5,4,5,16.856,,,,,3,3,6,29.471,5,4,5,16.445,3,3,3,14.689,,,,,,,,,,,,,5,4,5,38.805,5,3,6,15.944,,,,,4,4,4,12.095,,,,,,,,,,,,,5,4,5,12.458,,,,,7,7,6,8.894,6,6,6,15.152,,,,,7,6,6,11.375,"3,11","5",1,1,2,2,30,78,"4,5",8,12.005,50,44.793,20,13.936,87,2,3,4,"1",8,6,6,2,2,87,2,7,1,1,6,1,4,1,
"R_2TKLfQRMrZtxU9w","2022-03-16 19:18:38","2022-03-16 19:26:31",100,472,1,"15","2,4","1,2,3,4",5,,,,,,,,,,,,,1,1,1,7.417,2,1,1,12.382,,,,,1,1,1,6.559,,,,,,,,,,,,,1,1,1,11.228,1,1,1,6.405,5,2,7,13.538,1,1,1,9.135,1,1,1,6.968,1,1,1,6.565,,,,,,,,,,,,,2,1,1,11.904,,,,,,,,,,,,,7,1,1,9.856,2,1,1,9.504,,,,,5,1,2,8.899,7,1,3,9.54,1,1,1,9.798,6,1,1,9.812,,,,,5,1,1,11.364,7,4,6,10.987,,,,,,,,,7,2,5,10.459,,,,,,,,,,,,,7,6,6,7.706,"3,6,7","3,5",1,2,1,2,23,83,"4,5",8,18.54,10,32.825,20,21.915,29,2,5,4,"1,2",2,5,8,2,2,29,2,8,2,1,8,,2,1,
"R_1eFV1SgP6jHw8dt","2022-03-16 19:22:06","2022-03-16 19:27:25",100,318,1,"15","4","1,2,3,4,5",5,1,1,1,6.985,,,,,1,1,1,9.365,,,,,1,1,1,3.124,,,,,1,1,1,3.313,,,,,,,,,,,,,1,1,1,2.717,1,1,1,4.311,,,,,,,,,1,1,1,3.254,,,,,1,1,1,20.69,1,1,1,5.703,1,1,1,3.781,,,,,1,1,1,3.49,,,,,1,1,1,6.378,,,,,1,1,1,3.068,1,1,1,2.97,,,,,,,,,1,1,1,4.139,,,,,,,,,1,1,1,24.781,,,,,1,1,1,3.203,,,,,,,,,1,1,1,3.13,,,,,1,1,1,5.045,1,1,1,5.498,"16","3,5",1,1,3,3,0,100,"4,5",8,22.982,10,23.457,20,12.165,20,2,3,1,"1",1,7,11,2,2,20,2,3,1,1,6,1,4,1,
"R_2S0G8MkCkira9jn","2022-03-16 19:26:42","2022-03-16 19:27:30",100,48,1,"15","3","1,3,4,5",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,35,2,,15,14,,,1,1,
