ResponseId,StartDate,EndDate,Progress,Durationinseconds,Finished,Captcha,SharingType,SocialMedia,nicks,headlineS1,headlineC1,t_PageSubmit1,headlineS2,headlineC2,t_PageSubmit2,headlineS3,headlineC3,t_PageSubmit3,headlineS4,headlineC4,t_PageSubmit4,headlineS5,headlineC5,t_PageSubmit5,headlineS6,headlineC6,t_PageSubmit6,headlineS7,headlineC7,t_PageSubmit7,headlineS8,headlineC8,t_PageSubmit8,headlineS9,headlineC9,t_PageSubmit9,headlineS10,headlineC10,t_PageSubmit10,headlineS11,headlineC11,t_PageSubmit11,headlineS12,headlineC12,t_PageSubmit12,headlineS13,headlineC13,t_PageSubmit13,headlineS14,headlineC14,t_PageSubmit14,headlineS15,headlineC15,t_PageSubmit15,headlineS16,headlineC16,t_PageSubmit16,headlineS17,headlineC17,t_PageSubmit17,headlineS18,headlineC18,t_PageSubmit18,headlineS19,headlineC19,t_PageSubmit19,headlineS20,headlineC20,t_PageSubmit20,headlineS21,headlineC21,t_PageSubmit21,headlineS22,headlineC22,t_PageSubmit22,headlineS23,headlineC23,t_PageSubmit23,headlineS24,headlineC24,t_PageSubmit24,headlineS25,headlineC25,t_PageSubmit25,headlineS26,headlineC26,t_PageSubmit26,headlineS27,headlineC27,t_PageSubmit27,headlineS28,headlineC28,t_PageSubmit28,headlineS29,headlineC29,t_PageSubmit29,headlineS30,headlineC30,t_PageSubmit30,headlineS31,headlineC31,t_PageSubmit31,headlineS32,headlineC32,t_PageSubmit32,headlineS33,headlineC33,t_PageSubmit33,headlineS34,headlineC34,t_PageSubmit34,headlineS35,headlineC35,t_PageSubmit35,headlineS36,headlineC36,t_PageSubmit36,headlineS37,headlineC37,t_PageSubmit37,headlineS38,headlineC38,t_PageSubmit38,headlineS39,headlineC39,t_PageSubmit39,headlineS40,headlineC40,t_PageSubmit40,domains,screener_2,Party,DemRep_C,Social_Conserv,Economic_Conserv,ap_1,ap_2,screener_3,CRT_1,tCRT_PageSubmit_1,CRT_2,tCRT_PageSubmit_2,CRT_3,tCRT_PageSubmit_3,Age,Gender,Education,Income,Ethnicity,god,trust,risk,Random,Google,Lucid_age,Lucid_gender,Lucid_hhi,Lucid_ethnicity,Lucid_hispanic,Lucid_education,Lucid_political_party,Lucid_region
"R_Wc8DgFYFier8DSx","2022-04-28 00:11:09","2022-04-28 00:24:51",100,822,1,"15","6","1",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,63,1,6,1,15,,,4
"R_2WxtF0OF3u9BExF","2022-04-27 22:25:11","2022-04-28 00:51:48",100,8796,1,"15","1,4","1,6",5,,,,4,6,18.608,,,,,,,2,1,21.693,6,5,21.094,7,1,16.428,,,,,,,,,,,,,,,,,,,5,4,23.738,1,4,13.144,2,1,2199.075,1,1,16.985,1,3,16.447,,,,1,3,20.263,,,,7,7,17.893,,,,,,,,,,,,,6,2,13.588,7,7,9.447,,,,6,5,16.796,,,,7,5,12.549,,,,,,,7,7,11.8,1,4,22.502,,,,4,4,19.283,7,4,10.329,3,2,18.431,"4","3,5",3,4,5,5,73,19,"4,5",8,17.912,50,89.085,20,16.779,74,1,5,5,"1",8,5,9,2,2,74,1,10,1,1,,3,4
"R_9zYD64L0ous0LMB","2022-04-28 12:40:57","2022-04-28 12:41:23",100,26,1,"15","2,5","1,3,4",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,28,1,1,2,1,3,2,1
"R_2V4vXUagdVUBE0I","2022-04-28 12:43:07","2022-04-28 12:43:28",100,20,1,"15","","7",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,51,2,27,2,1,12,4,3
"R_ANYyDrGWUpDZJL3","2022-04-28 12:44:02","2022-04-28 12:44:40",100,38,1,"15","1,2,4","1,3,8",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,51,1,27,15,1,,,2
"R_2aQz189QfOZePuG","2022-04-28 12:44:25","2022-04-28 12:44:47",100,21,1,"15","4","5",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,33,2,1,4,1,,1,3
"R_pxB86uMlPeVkpUt","2022-04-28 12:44:42","2022-04-28 12:45:00",100,17,1,"15","","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,38,1,19,1,1,4,1,4
"R_2wNuHcdO57JH78K","2022-04-28 12:44:59","2022-04-28 12:45:17",100,18,1,"15","1,4","3",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,36,1,1,1,1,,,2
"R_r1gELz9wCrDDcRz","2022-04-28 12:45:01","2022-04-28 12:45:31",100,29,1,"15","1,2,3,4,5","1,2,3,4,8",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,26,2,7,1,1,,4,3
"R_ehODJnieAilnHmF","2022-04-28 12:45:29","2022-04-28 12:45:36",100,6,1,"22","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,41,1,11,1,1,,2,2
"R_3kiTe19pwF7HdZI","2022-04-28 12:44:31","2022-04-28 12:45:39",100,68,1,"15","1,2","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,71,1,10,1,1,,2,3
"R_3Ea2PncmhDmvDzQ","2022-04-28 12:45:29","2022-04-28 12:45:44",100,15,1,"15","2","3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,21,1,,15,2,,,2
"R_2Tt7uYcWMZnfPwS","2022-04-28 12:45:32","2022-04-28 12:46:05",100,33,1,"15","5","2",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,23,2,2,1,1,4,4,3
"R_3QXbyug0KnT7CMH","2022-04-28 12:45:32","2022-04-28 12:46:06",100,33,1,"15","4","1,3,4,8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,21,2,4,2,1,4,,2
"R_21di88of7YpbYLz","2022-04-28 12:46:05","2022-04-28 12:46:22",100,17,1,"15","2,5","1,2,3",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,38,1,12,1,1,,1,2
"R_2xIT62mj8MK34Oi","2022-04-28 12:45:53","2022-04-28 12:46:28",100,35,1,"15","1","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,44,1,5,15,1,,4,2
"R_1lzQqjFztnGOZEz","2022-04-28 12:46:01","2022-04-28 12:46:33",100,31,1,"Lazara ","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,51,2,7,8,6,,,3
"R_3kcsZ0l5w0Gslux","2022-04-28 12:46:23","2022-04-28 12:46:49",100,26,1,"15","3,4","1,4,5",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,28,2,,4,1,,,1
"R_1LwHxNFKJNeSkhX","2022-04-28 12:46:17","2022-04-28 12:47:11",100,54,1,"15","1","1,2,4",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,69,2,2,1,1,,2,3
"R_2ZQAHvwY1Bk9k4G","2022-04-28 12:47:15","2022-04-28 12:47:38",100,23,1,"15","2","4",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,29,2,27,14,1,12,4,1
"R_2Uhln9RgNzuoi1g","2022-04-28 12:47:20","2022-04-28 12:47:47",100,27,1,"15","6","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,63,2,20,1,1,7,3,3
"R_1ilIpIRDKqmDU9Z","2022-04-28 12:48:05","2022-04-28 12:48:53",100,47,1,"15","1,2,3","1,2,8,6",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,54,2,,1,1,,,3
"R_3lRmT1at1K8o5kk","2022-04-28 12:48:15","2022-04-28 12:49:09",100,53,1,"15","","1",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,71,2,,1,1,,,3
"R_2TzaEE2ibFHdeyp","2022-04-28 12:49:21","2022-04-28 12:49:26",100,5,1,"12","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,18,2,3,5,1,,1,1
"R_2CfY5shpJpbhtDX","2022-04-28 12:48:39","2022-04-28 12:49:29",100,49,1,"15","5","1,3,4,8",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,30,2,,1,1,,,4
"R_31ENoSCx6GlE1EP","2022-04-28 12:46:45","2022-04-28 12:50:52",100,246,1,"15","3","1,4,8",5,1,1,3.131,,,,,,,,,,,,,1,1,3.162,1,1,9.682,1,1,7.704,,,,,,,1,1,2.992,1,1,7.577,,,,,,,1,1,3.044,1,1,3.264,1,1,3.482,,,,,,,1,1,11.641,,,,1,1,2.988,1,1,2.732,,,,1,1,3.66,1,1,4.439,1,1,2.985,1,1,5.102,,,,1,1,3.02,1,1,2.858,1,1,3.023,,,,1,1,3.038,,,,,,,,,,,,,,,,,,,"19","3,5",3,3,3,3,47,48,"4,5",8,7.32,50,13.527,20,12.836,31,2,2,5,"1",7,7,6,2,2,31,2,27,1,1,4,3,2
"R_2v62vhnsgvgBEiC","2022-04-28 12:45:26","2022-04-28 12:51:14",100,347,1,"15","2,3","1,4",5,5,5,2.579,5,5,14.048,,,,5,5,2.252,,,,,,,,,,,,,4,6,3.275,,,,5,5,2.736,4,4,2.377,4,5,7.43,5,5,2.633,,,,6,5,66.059,4,5,2.116,,,,,,,,,,,,,4,5,2.053,4,5,2.487,,,,4,4,2.803,,,,,,,,,,5,5,3.055,,,,5,5,3.117,4,5,4.429,3,5,8.289,3,5,2.208,,,,,,,,,,,,,4,5,16.737,7,6,1.989,"8,21,29,43,60","3,5",3,4,4,2,65,71,"3",6,3.232,200,10.32,60,23.975,44,2,3,5,"4",8,4,6,2,1,45,2,9,10,1,3,3,3
"R_27Ej1zbpBwY4xqb","2022-04-28 12:51:32","2022-04-28 12:51:41",100,8,1,"Q5","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,61,2,7,1,1,4,3,2
"R_2YSxZsqt8EUq9wf","2022-04-28 12:44:26","2022-04-28 12:52:05",100,458,1,"15","3","1,2,8",5,1,1,7.17,1,1,8.519,,,,,,,,,,7,7,11.011,1,1,5.579,,,,1,1,8.67,,,,1,5,8.762,1,1,6.818,,,,7,7,13.131,1,1,7.231,,,,,,,,,,7,1,7.993,,,,4,7,20.583,1,1,8.711,1,1,8.964,1,1,8.284,,,,1,1,8.906,,,,1,1,10.643,,,,,,,,,,,,,,,,7,7,8.646,,,,1,1,11.87,,,,1,1,10.201,,,,1,1,10.616,"1,2,3,5,6,7,8,9,11,13,16,19","2",1,2,2,2,16,79,"4,5",8,7.947,50,14.226,20,13.313,32,2,4,4,"2",8,6,3,2,2,32,2,8,2,1,,,3
"R_b7x3947BWbSzt0B","2022-04-28 12:51:49","2022-04-28 12:52:15",100,25,1,"15","3","1,8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,27,2,8,2,1,,,1
"R_2QKxtVIDClNd3Ng","2022-04-28 12:44:10","2022-04-28 12:52:19",100,489,1,"15","4","1",5,,,,,,,1,7,8.095,,,,,,,1,7,8.5,,,,1,7,9.577,1,7,8.54,1,7,9.079,,,,1,7,7.09,1,7,7.487,,,,,,,1,2,13.127,,,,1,4,8.75,,,,1,7,14.193,,,,,,,,,,1,1,13.851,1,5,9.716,1,5,11.219,1,6,9.546,,,,1,4,18.785,1,1,11.917,1,1,9.068,1,4,9.351,1,4,12.351,,,,,,,,,,,,,,,,,,,1,2,7.535,"2,3","3,5",1,3,3,3,52,52,"4,5",8,10.555,10,19.299,41,21.354,66,1,3,5,"1,3",5,2,9,2,2,66,1,10,1,1,6,1,4
"R_0uOxwDGtw2TAWVX","2022-04-28 12:45:41","2022-04-28 12:52:30",100,409,1,"15","1,2,4","1",5,,,,,,,1,2,8.964,,,,,,,5,5,8.493,7,7,6.965,5,5,8.089,,,,7,7,15.021,,,,,,,1,1,14.698,,,,1,1,8.738,,,,,,,1,1,16.101,1,1,11.197,1,1,17.563,,,,,,,,,,,,,5,7,13.301,6,6,8.999,7,7,7.224,2,3,7.542,7,7,6.83,,,,,,,4,4,4.487,,,,,,,5,6,7.688,,,,2,1,6.786,1,1,7.2,7,7,6.29,,,,"4,8,17","3",2,6,5,5,100,1,"4,5",8,7.808,50,8.501,20,11.642,53,1,1,2,"1",1,1,11,2,2,53,1,3,1,1,3,2,3
"R_1JClSG9goILsyTj","2022-04-28 12:46:02","2022-04-28 12:53:10",100,427,1,"15","3","1,2,3,4,8",5,1,1,10.526,1,7,14.703,,,,1,4,8.7,,,,1,5,11.938,,,,1,1,12.114,2,4,8.694,,,,,,,1,1,4.987,,,,1,5,12.289,,,,,,,,,,,,,1,1,7.471,1,1,14.606,1,1,8.802,1,1,9.048,,,,,,,,,,,,,1,1,5.581,,,,1,1,5.945,,,,,,,1,1,8.681,1,1,6.601,,,,1,1,13.845,,,,1,4,13.715,1,1,9.822,,,,1,1,7.085,"1,7,8","3,5",3,3,2,3,40,46,"4,5",8,9.731,50,13.623,20,15.855,,2,2,4,"1",8,7,11,2,2,22,2,7,1,1,,,3
"R_3kv5qBjPbVNHhxO","2022-04-28 12:53:00","2022-04-28 12:53:19",100,19,1,"15","3","3,4",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,21,2,18,2,1,6,,2
"R_1IKm9ZPlf6zvolu","2022-04-28 12:52:38","2022-04-28 12:53:28",100,49,1,"15","4","1,3",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,27,2,1,1,1,,,2
"R_1LIiq7fVXv1mF01","2022-04-28 12:48:45","2022-04-28 12:53:30",100,285,1,"15","5","2",5,1,1,6.332,,,,1,1,5.203,,,,1,1,5.124,1,1,4.811,2,1,4.912,,,,,,,,,,7,7,6.062,,,,7,7,5.177,4,4,10.283,,,,,,,1,1,10.456,7,7,4.73,,,,,,,,,,1,1,5.47,,,,,,,1,1,5,,,,,,,1,1,4.304,1,1,4.979,,,,7,7,4.412,1,1,4.717,7,7,4.546,,,,4,4,6.351,7,7,5.732,,,,,,,7,7,40.247,,,,"3","3,5",3,3,3,3,0,100,"4,5",8,5.417,10,4.91,39,4.968,65,1,5,11,"1",1,2,6,2,2,65,1,20,1,1,9,1,3
"R_1dEomyCtYzzx5PX","2022-04-28 12:53:29","2022-04-28 12:53:41",100,12,1,"15","4","1",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,20,2,27,2,2,6,2,1
"R_20TfXeSbN66yPLo","2022-04-28 12:53:44","2022-04-28 12:53:50",100,5,1,"6","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,28,2,7,1,1,,,2
"R_2s5RcwRUnjaLT4x","2022-04-28 12:47:22","2022-04-28 12:53:51",100,388,1,"15","2,3,4","1,3,8",5,7,7,8.865,1,1,5.352,,,,1,1,4.13,,,,1,1,7.947,1,1,3.933,,,,1,1,7.24,1,1,8.25,1,1,16.973,,,,,,,,,,,,,1,1,7.94,,,,,,,1,1,10.855,,,,,,,,,,,,,1,1,4.662,1,1,3.519,,,,,,,1,1,4.406,1,1,3.685,1,1,4.577,,,,6,5,19.972,,,,1,1,4.485,7,7,5.29,,,,,,,1,1,4.217,,,,1,1,4.525,"3","3",4,3,3,3,18,6,"4,5",8,6.189,50,7.821,20,13.716,31,2,1,1,"1,3",1,5,6,1,2,31,2,,1,1,,,2
"R_3fCwS13gS1ld9hB","2022-04-28 12:45:11","2022-04-28 12:53:54",100,522,1,"15","1,2","1,3",5,1,1,13.482,,,,7,7,37.048,,,,,,,7,7,12.429,,,,,,,,,,4,7,14.187,7,7,31.184,,,,7,7,15.5,1,7,7.823,7,7,10.829,7,7,13.283,,,,,,,7,7,13.769,,,,7,7,10.295,7,7,15.258,4,7,11.801,7,7,8.773,7,7,9.839,,,,,,,,,,,,,,,,,,,7,7,7.043,,,,7,7,13.337,,,,7,7,9.982,,,,7,7,13.655,,,,7,7,10.165,"4","3,5",1,1,3,3,40,83,"4,5",8,11.959,50,10.301,20,10.2,39,2,3,1,"1",8,1,11,2,1,39,2,1,1,1,,1,2
"R_1n908U3lgToLVOM","2022-04-28 12:45:59","2022-04-28 12:53:56",100,476,1,"15","1,5","1",5,2,1,5.726,,,,,,,,,,1,1,5.879,2,2,6.093,,,,,,,1,1,17.236,3,4,10.757,1,1,5.949,2,2,5.876,1,1,6.954,,,,2,2,5.301,,,,,,,,,,1,1,6.831,,,,,,,1,1,4.984,3,4,6.738,4,4,11.202,,,,4,5,8.528,5,6,8.318,4,4,7.526,,,,,,,3,3,6.872,,,,,,,,,,,,,3,3,6.945,2,2,5.855,,,,2,3,8.234,,,,"4,10,17,33","3,5",2,4,3,4,56,16,"4",8,8.001,50,11.589,20,33.179,62,1,2,3,"1",7,4,5,2,2,62,1,5,1,1,,,4
"R_2tlrxtbnKRuWC1m","2022-04-28 12:51:45","2022-04-28 12:54:14",100,148,1,"15","3","1",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,68,2,14,2,1,,1,3
"R_32LMNEY64N3Jrqd","2022-04-28 12:50:52","2022-04-28 12:54:19",100,207,1,"14","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,24,2,8,7,1,8,1,1
"R_x5aaSsVfk6tk0U1","2022-04-28 12:45:47","2022-04-28 12:54:26",100,518,1,"15","1,4,6","1,3,4,8",5,2,5,12.873,,,,,,,,,,1,1,7.276,4,7,13.923,,,,,,,1,1,9.587,,,,,,,1,1,6.659,3,7,7.863,,,,1,3,12.856,2,4,10.185,2,4,52.083,,,,,,,1,1,16.265,,,,2,2,11.043,1,3,9.872,2,4,8.479,1,3,9.359,,,,2,6,8.826,,,,1,1,9.374,1,1,14.152,7,7,16.87,3,6,13.562,,,,,,,,,,6,7,13.219,,,,,,,,,,,,,"1,2,3,5,6,7,9,10,11,12,17,18","3,5",1,2,1,2,12,83,"5",8,7.793,50,22.715,20,16.982,32,1,5,7,"1",2,4,7,2,2,32,1,14,1,1,,1,3
"R_6m9bqWHgGSc6ikh","2022-04-28 12:53:27","2022-04-28 12:54:44",100,76,1,"15","1","1",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,67,1,11,4,1,4,,2
"R_1oqhhKumP6JpvHk","2022-04-28 12:47:44","2022-04-28 12:54:52",100,428,1,"15","1,4","1,4,8",5,,,,7,7,5.918,7,7,9.895,5,6,7.262,5,5,11.522,6,6,7.023,6,6,7.544,5,5,16.772,,,,,,,,,,7,7,5.46,,,,,,,,,,,,,,,,7,6,6.846,7,5,9.565,,,,1,1,18.934,,,,,,,7,7,6.692,7,7,10.5,,,,,,,,,,,,,6,7,9.701,7,7,8.71,7,7,10.263,7,7,10.027,,,,7,7,10.116,6,6,12.772,6,5,10.946,,,,,,,,,,"54","4",2,5,3,3,72,18,"4,5",8,17.193,50,8.494,20,14.814,31,2,2,12,"1",7,3,7,2,2,31,2,22,1,1,,2,3
"R_1gO0zSE31131TLk","2022-04-28 12:54:39","2022-04-28 12:55:07",100,28,1,"15","2","1,3",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,29,1,6,1,1,,,3
"R_3frTYNWNuaQtgxD","2022-04-28 12:41:39","2022-04-28 12:55:10",100,810,1,"15","1,3","1,2,4",5,1,1,10.213,5,4,13.481,5,5,9.234,,,,6,6,6.99,4,4,10.311,,,,3,3,8.801,7,6,8.17,4,4,97.093,,,,,,,,,,,,,,,,1,1,12.186,,,,4,3,12.154,,,,,,,2,2,8.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7.644,2,2,8.84,2,3,7.914,5,4,16.352,1,1,8.994,3,3,9.447,1,1,20.319,5,4,7.283,3,3,11.366,"33,55","3,5",2,6,5,5,93,3,"2",8,12.337,5,54.152,20,14.674,52,2,1,1,"1",8,4,3,2,2,52,2,2,1,1,3,2,4
